pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 260655 b,HD 260655,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,2.76953000000,0.00003000000,-0.00003000000,0,0.0293300000,0.0002400000,-0.0002400000,0,1.24000000,0.02300000,-0.02300000,0,0.11062558,0.00205193,-0.00205193,0,2.14000000,0.34000000,-0.34000000,0,0.00673319,0.00106976,-0.00106976,0,Mass,0.039000,0.043000,-0.023000,0,42.2000,0.7000,-0.7000,0,709.00,4.00,-4.00,0,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,M0 V,3803.00,10.00,-10.00,0,0.439000,0.003000,-0.003000,0,0.439000,0.011000,-0.011000,0,-0.4300,0.0400,-0.0400,0,[Fe/H],5.200000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.00550000,0.00505000,-0.00505000,9.6300000,0.1000000,-0.1000000,5.8620000,0.0240000,-0.0240000,8.8760410,0.0005540,-0.0005540,2022-06-27,2022-04,2022-06-27
HD 260655 c,HD 260655,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,5.70588000000,0.00007000000,-0.00007000000,0,0.0474900000,0.0003900000,-0.0003900000,0,1.53300000,0.05100000,-0.04600000,0,0.13676533,0.00454992,-0.00410385,0,3.09000000,0.48000000,-0.48000000,0,0.00972223,0.00151025,-0.00151025,0,Mass,0.038000,0.036000,-0.022000,0,16.1000,0.3000,-0.3000,0,557.00,3.00,-3.00,0,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,M0 V,3803.00,10.00,-10.00,0,0.439000,0.003000,-0.003000,0,0.439000,0.011000,-0.011000,0,-0.4300,0.0400,-0.0400,0,[Fe/H],5.200000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.00550000,0.00505000,-0.00505000,9.6300000,0.1000000,-0.1000000,5.8620000,0.0240000,-0.0240000,8.8760410,0.0005540,-0.0005540,2022-06-27,2022-04,2022-06-27
HD 2685 b,HD 2685,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JONES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..16J/abstract target=ref>Jones et al. 2019</a>,4.12688000000,0.00005000000,-0.00004000000,0,0.0568000000,0.0006000000,-0.0006000000,0,16.14096000,0.56045000,-0.56045000,0,1.44000000,0.05000000,-0.05000000,0,371.86110000,38.13960000,-38.13960000,0,1.17000000,0.12000000,-0.12000000,0,Mass,0.091000,0.039000,-0.047000,0,,,,,2061.00,28.00,-28.00,0,0,<a refstr=JONES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..16J/abstract target=ref>Jones et al. 2019</a>,,6801.00,76.00,-76.00,0,1.560000,0.050000,-0.050000,0,1.430000,0.050000,-0.040000,0,0.0200,0.0600,-0.0600,0,[Fe/H],4.210000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m18.94s,7.3289156,-76d18m14.52s,-76.3040320,196.85200000,0.77700000,-0.77100000,9.5950000,0.0030000,-0.0030000,8.5950000,0.0190000,-0.0190000,9.5202500,0.0003180,-0.0003180,2019-10-18,2019-05,2019-10-24
HD 28109 b,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARONE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251105147B/abstract target=ref>Barone et al. 2025</a>,22.89105400000,0.00008500000,-0.00009000000,0,,,,,2.69000000,0.23000000,-0.23000000,0,0.23998614,0.02051926,-0.02051926,0,6.20000000,1.60000000,-1.60000000,0,0.01950738,0.00503416,-0.00503416,0,Mass,0.007100,0.047500,-0.007100,0,,,,,867.00,16.00,-16.00,0,0,<a refstr=BARONE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251105147B/abstract target=ref>Barone et al. 2025</a>,F8,6189.00,55.00,-55.00,0,1.425000,0.048000,-0.041000,0,1.227000,0.052000,-0.052000,0,0.1000,0.0300,-0.0300,0,[Fe/H],4.250000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.61100000,0.42900000,-0.42700000,9.4200000,0.0300000,-0.0300000,8.1750000,0.0230000,-0.0230000,9.2997600,0.0003230,-0.0003230,2025-12-04,2025-11,2025-12-04
HD 28109 c,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARONE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251105147B/abstract target=ref>Barone et al. 2025</a>,55.99712000000,0.00034000000,-0.00037000000,0,,,,,4.13000000,0.16000000,-0.14000000,0,0.36845456,0.01427427,-0.01248998,0,9.20000000,2.00000000,-2.00000000,0,0.02894644,0.00629270,-0.00629270,0,Mass,0.003900,0.004100,-0.003700,0,,,,,643.00,12.00,-12.00,0,1,<a refstr=BARONE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251105147B/abstract target=ref>Barone et al. 2025</a>,F8,6189.00,55.00,-55.00,0,1.425000,0.048000,-0.041000,0,1.227000,0.052000,-0.052000,0,0.1000,0.0300,-0.0300,0,[Fe/H],4.250000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.61100000,0.42900000,-0.42700000,9.4200000,0.0300000,-0.0300000,8.1750000,0.0230000,-0.0230000,9.2997600,0.0003230,-0.0003230,2025-12-04,2025-11,2025-12-04
HD 28109 d,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARONE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251105147B/abstract target=ref>Barone et al. 2025</a>,84.28990000000,0.00180000000,-0.00150000000,0,,,,,3.11000000,0.15000000,-0.15000000,0,0.27745609,0.01338213,-0.01338213,0,5.80000000,0.90000000,-1.10000000,1,0.01824884,0.00283172,-0.00346099,1,Mass,0.005400,0.002700,-0.003600,0,,,,,561.00,11.00,-11.00,0,1,<a refstr=BARONE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251105147B/abstract target=ref>Barone et al. 2025</a>,F8,6189.00,55.00,-55.00,0,1.425000,0.048000,-0.041000,0,1.227000,0.052000,-0.052000,0,0.1000,0.0300,-0.0300,0,[Fe/H],4.250000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.61100000,0.42900000,-0.42700000,9.4200000,0.0300000,-0.0300000,8.1750000,0.0230000,-0.0230000,9.2997600,0.0003230,-0.0003230,2025-12-04,2025-11,2025-12-04
HD 332231 b,HD 332231,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,18.71202400000,0.00002300000,-0.00002300000,0,0.1450000000,0.0030000000,-0.0030000000,0,9.07303305,0.18720815,-0.17534239,0,0.80944319,0.01670162,-0.01564303,0,74.10000000,5.60000000,-5.40000000,0,0.23314467,0.01761957,-0.01699030,0,Mass,0.000000,,,0,,,,,798.30,14.03,-13.21,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6128.00,87.00,-80.00,0,1.266000,0.023500,-0.022700,0,1.164200,0.031700,-0.033700,0,0.0430,0.0630,-0.0610,0,[Fe/H],4.296000,0.021000,-0.019000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h26m57.87s,306.7411340,+33d44m39.80s,33.7443882,80.66650000,0.19170000,-0.19080000,8.5580000,0.0020000,-0.0020000,7.2420000,0.0200000,-0.0200000,8.4183900,0.0002130,-0.0002130,2024-07-23,2024-06,2024-07-23
HD 35843 c,HD 35843,1,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HESSE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250500898H/abstract target=ref>Hesse et al. 2025</a>,46.96220000000,0.00020000000,-0.00020000000,0,0.2500000000,0.0100000000,-0.0100000000,0,2.54000000,0.08000000,-0.07000000,0,0.22660401,0.00713713,-0.00624499,0,11.32000000,1.58000000,-1.48000000,0,0.03561670,0.00497124,-0.00465660,0,Mass,0.153000,0.070000,-0.064000,0,,,,,479.00,12.00,-12.00,0,0,<a refstr=HESSE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250500898H/abstract target=ref>Hesse et al. 2025</a>,,5666.00,61.00,-61.00,0,0.897000,0.019000,-0.019000,0,0.940000,0.060000,-0.060000,0,-0.2700,0.0400,-0.0400,0,[Fe/H],4.470000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h25m23.73s,81.3488924,-44d25m52.63s,-44.4312849,69.60260000,0.12740000,-0.12700000,9.3600000,0.0300000,-0.0300000,7.7820000,0.0170000,-0.0170000,9.1955100,0.0003150,-0.0003150,2025-05-13,2025-05,2025-05-13
HD 42813 b,HD 42813,1,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,13.63082050000,0.00000900000,-0.00000900000,0,0.1110000000,0.0020000000,-0.0020000000,0,3.41000000,0.04600000,-0.04600000,0,0.30422035,0.00410385,-0.00410385,0,9.10000000,0.82000000,-0.79000000,0,0.02863180,0.00258001,-0.00248562,0,Mass,,,,,74.7000,5.1000,-5.1000,0,716.00,12.00,-12.00,0,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,,5289.00,69.00,-69.00,0,0.980000,0.007000,-0.007000,0,0.901000,0.043000,-0.043000,0,0.2400,0.0500,-0.0500,0,[Fe/H],4.390000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,68.19200000,0.17720000,-0.17630000,9.4900000,0.0300000,-0.0300000,7.5870000,0.0240000,-0.0240000,9.2746800,0.0002940,-0.0002940,2024-09-13,2024-08,2024-09-13
HD 5278 b,HD 5278,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,14.33915600000,0.00004900000,-0.00004700000,0,0.1202000000,0.0013000000,-0.0013000000,0,2.45000000,0.05000000,-0.05000000,0,0.21857474,0.00446071,-0.00446071,0,7.80000000,1.50000000,-1.40000000,0,0.02454154,0.00471953,-0.00440489,0,Mass,0.080000,0.090000,-0.050000,0,132.0000,5.0000,-5.0000,0,943.00,13.00,-13.00,0,0,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,F V,6203.00,64.00,-64.00,0,1.194000,0.017000,-0.016000,0,1.126000,0.036000,-0.035000,0,-0.1200,0.0400,-0.0400,0,[Fe/H],4.500000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h50m11.23s,12.5467785,-83d44m37.56s,-83.7437671,57.58460000,0.09470000,-0.09430000,7.9400000,0.0300000,-0.0300000,6.6050000,0.0270000,-0.0270000,7.8037500,0.0002700,-0.0002700,2021-04-23,2021-04,2021-04-23
HD 56414 b,HD 56414,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...935L..10G/abstract target=ref>Giacalone et al. 2022</a>,29.04992000000,0.00021000000,-0.00021000000,0,0.2290000000,0.0040000000,-0.0040000000,0,3.71000000,0.20000000,-0.20000000,0,0.33098460,0.01784284,-0.01784284,0,,,,,,,,,,0.680000,,,1,,,,,1133.00,30.00,-30.00,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...935L..10G/abstract target=ref>Giacalone et al. 2022</a>,,8500.00,150.00,-150.00,0,1.751000,0.065000,-0.065000,0,1.890000,0.110000,-0.110000,0,0.0000,0.3000,0.0000,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h11m22.48s,107.8436846,-68d50m00.03s,-68.8333403,272.21700000,2.20700000,-2.17300000,9.2170000,0.0030000,-0.0030000,8.8230000,0.0190000,-0.0190000,9.2047500,0.0003470,-0.0003470,2022-09-14,2022-08,2022-09-14
HD 6061 b,HD 6061,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,5.25490000000,0.00110000000,-0.00110000000,0,0.0600000000,0.0010000000,-0.0010000000,0,2.42763557,0.09903199,-0.07283589,0,0.21657951,0.00883506,-0.00649799,0,10.00000000,2.50000000,-2.50000000,0,0.03146352,0.00786588,-0.00786588,0,Mass,0.000000,,,0,,,,,1075.31,17.17,-17.62,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5934.00,75.00,-78.00,0,1.007200,0.016900,-0.016100,0,1.026900,0.031700,-0.035000,0,-0.0500,0.0570,-0.0550,0,[Fe/H],4.441000,0.021000,-0.023000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h02m23.55s,15.5981441,+37d11m07.58s,37.1854394,67.62030000,0.20530000,-0.20400000,8.8440000,0.0020000,-0.0020000,7.3920000,0.0180000,-0.0180000,8.6993300,0.0004480,-0.0004480,2024-07-23,2024-06,2024-07-23
HD 63433 b,HD 63433,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MALLORQU_AMP_IACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671A.163M/abstract target=ref>Mallorqu&iacute;n et al. 2023</a>,7.10794750000,0.00000890000,-0.00000880000,0,,,,,2.14000000,0.08700000,-0.06900000,0,0.19100000,0.00800000,-0.00600000,0,21.75500000,,,1,0.06844888,,,1,Mass,,,,,,,,,967.11,18.50,-15.89,0,0,<a refstr=MALLORQU_AMP_IACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671A.163M/abstract target=ref>Mallorqu&iacute;n et al. 2023</a>,G5 V,5553.00,56.00,-56.00,0,0.934000,0.029000,-0.029000,0,0.956000,0.022000,-0.022000,0,-0.0700,0.0300,-0.0300,0,[Fe/H],4.560000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.40350000,0.02250000,-0.02250000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2025-10-30,2023-03,2025-10-30
HD 63433 c,HD 63433,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MALLORQU_AMP_IACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671A.163M/abstract target=ref>Mallorqu&iacute;n et al. 2023</a>,20.54382810000,0.00002380000,-0.00002360000,0,,,,,2.69200000,0.10800000,-0.08800000,0,0.24000000,0.01000000,-0.00800000,0,15.53900000,3.86100000,-3.80200000,0,0.04889116,0.01214806,-0.01196243,0,Mass,,,,,,,,,678.92,13.04,-11.11,0,0,<a refstr=MALLORQU_AMP_IACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671A.163M/abstract target=ref>Mallorqu&iacute;n et al. 2023</a>,G5 V,5553.00,56.00,-56.00,0,0.934000,0.029000,-0.029000,0,0.956000,0.022000,-0.022000,0,-0.0700,0.0300,-0.0300,0,[Fe/H],4.560000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.40350000,0.02250000,-0.02250000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2025-10-30,2023-03,2025-10-30
HD 63433 d,HD 63433,1,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CAPISTRANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240104785C/abstract target=ref>Capistrant et al. 2024</a>,4.20907500000,0.00001200000,-0.00002300000,0,0.0503000000,0.0025000000,-0.0027000000,0,1.07300000,0.04600000,-0.04400000,0,0.09572681,0.00410385,-0.00392542,0,,,,,,,,,,0.160000,0.360000,-0.120000,0,,,,,1040.00,40.00,-40.00,0,0,<a refstr=CAPISTRANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240104785C/abstract target=ref>Capistrant et al. 2024</a>,G5 V,5688.00,28.00,-28.00,0,0.912000,0.034000,-0.034000,0,0.990000,0.030000,-0.030000,0,0.0300,0.0500,-0.0500,0,[Fe/H],4.520000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.40350000,0.02250000,-0.02250000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2024-01-05,2024-02,2024-01-05
HD 63935 b,HD 63935,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.05880700000,0.00001500000,-0.00001500000,0,0.0830000000,0.0020000000,-0.0020000000,0,2.91575244,0.09298372,-0.07706553,0,0.26012646,0.00829547,-0.00687534,0,10.50000000,1.60000000,-1.50000000,0,0.03303669,0.00503416,-0.00471953,0,Mass,0.000000,,,0,,,,,825.22,13.82,-13.85,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5513.00,71.00,-73.00,0,0.959800,0.016800,-0.016700,0,0.940600,0.034200,-0.031800,0,0.1070,0.0540,-0.0570,0,[Fe/H],4.445000,0.024000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,48.97390000,0.10570000,-0.10530000,8.5800000,0.0300000,-0.0300000,6.8810000,0.0210000,-0.0210000,8.3935300,0.0002880,-0.0002880,2024-07-23,2024-06,2024-07-23
HD 73583 b,HD 73583,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,6.39804200000,0.00000670000,-0.00000620000,0,0.0604000000,0.0027000000,-0.0026000000,0,2.79000000,0.10000000,-0.10000000,0,0.24890756,0.00892142,-0.00892142,0,10.20000000,3.40000000,-3.10000000,0,0.03209279,0.01069760,-0.00975369,0,Mass,0.090000,0.090000,-0.060000,0,43.3000,5.3000,-4.7000,0,714.00,21.00,-20.00,0,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,K4 V,4511.00,110.00,-110.00,0,0.650000,0.020000,-0.020000,0,0.730000,0.020000,-0.020000,0,0.0000,0.0900,-0.0900,0,[Fe/H],4.620000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m45.19s,129.6883026,-13d15m23.50s,-13.2565267,31.56660000,0.03210000,-0.03200000,9.6700000,0.0300000,-0.0300000,6.9480000,0.0240000,-0.0240000,9.2703300,0.0004800,-0.0004800,2022-03-16,2021-10,2022-03-16
HD 73583 c,HD 73583,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,18.87974000000,0.00086000000,-0.00074000000,0,0.1242000000,0.0055000000,-0.0054000000,0,2.39000000,0.10000000,-0.09000000,0,0.21322189,0.00892142,-0.00802928,0,9.70000000,1.80000000,-1.70000000,0,0.03051961,0.00566343,-0.00534880,0,Mass,0.080000,0.110000,-0.060000,0,10.2000,1.2000,-1.1000,0,498.00,15.00,-15.00,0,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,K4 V,4511.00,110.00,-110.00,0,0.650000,0.020000,-0.020000,0,0.730000,0.020000,-0.020000,0,0.0000,0.0900,-0.0900,0,[Fe/H],4.620000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m45.19s,129.6883026,-13d15m23.50s,-13.2565267,31.56660000,0.03210000,-0.03200000,9.6700000,0.0300000,-0.0300000,6.9480000,0.0240000,-0.0240000,9.2703300,0.0004800,-0.0004800,2022-03-16,2021-10,2022-03-16
HD 77946 b,HD 77946,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,6.52736300000,0.00002700000,-0.00002700000,0,0.0730000000,0.0010000000,-0.0100000000,0,2.89646124,0.18675590,-0.14235529,0,0.25840541,0.01666127,-0.01270011,0,10.90000000,1.80000000,-1.70000000,0,0.03429524,0.00566343,-0.00534880,0,Mass,0.211000,0.072000,-0.072000,0,,,,,1128.86,19.54,-18.12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6007.00,83.00,-88.00,0,1.317400,0.024900,-0.014200,0,1.197300,0.030800,-0.028900,0,0.2150,0.0620,-0.0630,0,[Fe/H],4.276000,0.012000,-0.022000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019
